t,o,h,l,c
1637018100,1.13711,1.13713,1.13706,1.13711
1637018400,1.13713,1.13717,1.1371,1.13711
1637018700,1.13713,1.1372,1.1371,1.13716
1637019000,1.13714,1.13717,1.13705,1.13711
1637019300,1.13711,1.13711,1.13669,1.1367
1637019600,1.13669,1.13672,1.13665,1.13665
1637019900,1.13665,1.13673,1.13606,1.13611
1637020200,1.13612,1.13634,1.1359,1.13634
1637020500,1.13632,1.13667,1.1363,1.13666
1637020800,1.13672,1.13736,1.13656,1.13702
1637021100,1.13702,1.13702,1.13663,1.13673
1637021400,1.13672,1.13708,1.13662,1.13708
1637021700,1.13709,1.13732,1.13706,1.13727
1637022000,1.13729,1.13748,1.13707,1.13714
1637022300,1.13713,1.13729,1.13713,1.13729
1637022600,1.13732,1.13738,1.13717,1.13738
1637022900,1.13737,1.13759,1.13737,1.13757
1637023200,1.13754,1.13768,1.13752,1.13767
1637023500,1.13768,1.13773,1.13763,1.13773
1637023800,1.13775,1.1378,1.13762,1.13764
1637024100,1.13764,1.1378,1.13731,1.13731
1637024400,1.13731,1.13757,1.13731,1.13746
1637024700,1.13746,1.13774,1.13746,1.13773
1637025000,1.13772,1.13781,1.13771,1.13777
1637025300,1.13777,1.13777,1.13762,1.13764
1637025600,1.13763,1.13768,1.13742,1.13743
1637025900,1.13742,1.13746,1.13732,1.13741
1637026200,1.13741,1.13755,1.13708,1.13711
1637026500,1.13713,1.13753,1.13711,1.13748
1637026800,1.13749,1.13764,1.13749,1.13752
1637027100,1.13753,1.13788,1.13753,1.13778
1637027400,1.13777,1.13789,1.13772,1.13786
1637027700,1.13787,1.13792,1.13777,1.13786
1637028000,1.13785,1.13799,1.13781,1.13797
1637028300,1.13796,1.13799,1.13775,1.13775
1637028600,1.13773,1.13781,1.13766,1.13777
1637028900,1.13776,1.13808,1.13773,1.13797
1637029200,1.13797,1.13819,1.13794,1.13818
1637029500,1.13817,1.13829,1.13808,1.13816
1637029800,1.13817,1.13834,1.13808,1.13824
1637030100,1.13825,1.13854,1.13825,1.13854
1637030400,1.13853,1.13853,1.13833,1.13834
1637030700,1.13833,1.13847,1.13825,1.13837
1637031000,1.13838,1.13848,1.1383,1.13834
1637031300,1.13837,1.13839,1.13824,1.13827
1637031600,1.13825,1.13828,1.13818,1.13819
1637031900,1.13818,1.13831,1.13812,1.13831
1637032200,1.1383,1.13839,1.13823,1.13839
1637032500,1.1384,1.1384,1.13828,1.13839
1637032800,1.13838,1.13838,1.13823,1.13834
1637033100,1.13832,1.13833,1.13813,1.13824
1637033400,1.13824,1.13837,1.13813,1.13813
1637033700,1.13812,1.13814,1.13803,1.13804
1637034000,1.13803,1.13804,1.1379,1.13799
1637034300,1.13795,1.13795,1.13785,1.13788
1637034600,1.1379,1.13804,1.13786,1.13804
1637034900,1.13805,1.13819,1.13804,1.13819
1637035200,1.1382,1.13829,1.13812,1.13828
1637035500,1.13828,1.13829,1.13814,1.13822
1637035800,1.13824,1.13827,1.13813,1.13819
1637036100,1.13821,1.13823,1.13811,1.13813
1637036400,1.13814,1.13817,1.13801,1.13805
1637036700,1.13804,1.13805,1.13788,1.13803
1637037000,1.13801,1.1382,1.13794,1.13811
1637037300,1.13812,1.13823,1.13808,1.13813
1637037600,1.13814,1.13819,1.13798,1.13802
1637037900,1.13803,1.13803,1.13788,1.13793
1637038200,1.13792,1.13799,1.1379,1.13793
1637038500,1.13794,1.13834,1.13793,1.13833
1637038800,1.13834,1.1384,1.13833,1.13838
1637039100,1.13837,1.13837,1.13813,1.13813
1637039400,1.13813,1.13817,1.13801,1.13803
1637039700,1.13802,1.13803,1.13795,1.13796
1637040000,1.13797,1.13799,1.13786,1.13787
1637040300,1.13788,1.13788,1.13776,1.13778
1637040600,1.13777,1.13781,1.13767,1.13768
1637040900,1.13769,1.13773,1.13767,1.1377
1637041200,1.13771,1.13773,1.13759,1.13767
1637041500,1.13768,1.13789,1.13764,1.13764
1637041800,1.13767,1.13775,1.1375,1.13761
1637042100,1.13763,1.13768,1.13754,1.13768
1637042400,1.13766,1.1379,1.13762,1.1378
1637042700,1.13781,1.13813,1.13777,1.13812
1637043000,1.13811,1.13819,1.13783,1.13784
1637043300,1.13785,1.13793,1.1376,1.13766
1637043600,1.13767,1.13776,1.13762,1.13767
1637043900,1.13767,1.13768,1.13746,1.13746
1637044200,1.13745,1.1376,1.1374,1.13758
1637044500,1.13755,1.13762,1.13742,1.13746
1637044800,1.13746,1.13758,1.13746,1.13754
1637045100,1.13753,1.13771,1.1374,1.13771
1637045400,1.13768,1.13781,1.13767,1.13781
1637045700,1.13778,1.13778,1.13763,1.13774
1637046000,1.13775,1.1379,1.13764,1.13766
1637046300,1.13767,1.13779,1.13753,1.13768
1637046600,1.13768,1.13775,1.13708,1.13718
1637046900,1.13717,1.13743,1.13714,1.13724
1637047200,1.1372,1.13731,1.13714,1.13729
1637047500,1.13733,1.13744,1.13678,1.13694
1637047800,1.13693,1.13735,1.13685,1.13729
1637048100,1.13728,1.13745,1.13719,1.13745
1637048400,1.13746,1.13761,1.13707,1.13729
1637048700,1.13731,1.13771,1.13731,1.13755
1637049000,1.13755,1.13764,1.13731,1.1375
1637049300,1.13749,1.13795,1.13748,1.13794
1637049600,1.13795,1.13795,1.13751,1.13778
1637049900,1.13779,1.13788,1.13711,1.13727
1637050200,1.13729,1.13729,1.13692,1.13709
1637050500,1.13714,1.13738,1.13701,1.13704
1637050800,1.13702,1.13733,1.13684,1.13719
1637051100,1.1372,1.13754,1.1372,1.13744
1637051400,1.13742,1.13754,1.13708,1.1371
1637051700,1.13711,1.13741,1.13711,1.13718
1637052000,1.13715,1.13743,1.13714,1.13734
1637052300,1.13733,1.1374,1.13713,1.13718
1637052600,1.13715,1.13736,1.13709,1.13727
1637052900,1.13728,1.13764,1.13728,1.13745
1637053200,1.13744,1.13745,1.13691,1.13694
1637053500,1.13693,1.13694,1.1365,1.13662
1637053800,1.13662,1.13688,1.1365,1.13683
1637054100,1.13685,1.13698,1.13641,1.13644
1637054400,1.13646,1.13652,1.13618,1.13618
1637054700,1.13619,1.13619,1.13574,1.13614
1637055000,1.13613,1.13645,1.13593,1.13635
1637055300,1.13638,1.13638,1.13584,1.13587
1637055600,1.13586,1.13627,1.13579,1.13623
1637055900,1.13618,1.13641,1.13614,1.13619
1637056200,1.13621,1.13634,1.13601,1.13619
1637056500,1.13618,1.13635,1.13592,1.13608
1637056800,1.13609,1.13618,1.13585,1.13614
1637057100,1.13616,1.1363,1.13608,1.13615
1637057400,1.13616,1.13625,1.13592,1.13594
1637057700,1.13594,1.1361,1.13575,1.13606
1637058000,1.13605,1.13611,1.13575,1.13575
1637058300,1.13576,1.13586,1.13544,1.13553
1637058600,1.13553,1.13574,1.13544,1.13557
1637058900,1.13555,1.13558,1.13511,1.13523
1637059200,1.13524,1.13571,1.13524,1.13566
1637059500,1.13567,1.13577,1.13558,1.13562
1637059800,1.13562,1.13571,1.13546,1.13558
1637060100,1.13555,1.13615,1.13548,1.13612
1637060400,1.1361,1.13619,1.13603,1.13615
1637060700,1.13616,1.13652,1.13615,1.13625
1637061000,1.13623,1.13631,1.13597,1.13601
1637061300,1.13602,1.1369,1.13596,1.1369
1637061600,1.13694,1.13694,1.13641,1.13646
1637061900,1.13645,1.13719,1.13635,1.13719
1637062200,1.13717,1.1372,1.13674,1.13688
1637062500,1.13685,1.13688,1.13671,1.13682
1637062800,1.13683,1.13698,1.13667,1.13694
1637063100,1.13693,1.13706,1.13674,1.13685
1637063400,1.13684,1.13708,1.13682,1.13697
1637063700,1.13698,1.13709,1.13666,1.13667
1637064000,1.13667,1.1369,1.13657,1.13661
1637064300,1.1366,1.13675,1.13655,1.13665
1637064600,1.13664,1.13683,1.13656,1.13669
1637064900,1.13674,1.13694,1.13659,1.13693
1637065200,1.13694,1.13711,1.13687,1.13695
1637065500,1.13697,1.13709,1.13673,1.13705
1637065800,1.13704,1.13717,1.13679,1.13681
1637066100,1.1368,1.13688,1.13663,1.13669
1637066400,1.1367,1.13673,1.13623,1.13632
1637066700,1.13632,1.13634,1.13595,1.13597
1637067000,1.13597,1.13618,1.13593,1.13609
1637067300,1.13606,1.13625,1.13581,1.13619
1637067600,1.13619,1.13662,1.13612,1.13659
1637067900,1.13658,1.1369,1.13643,1.13685
1637068200,1.13682,1.13692,1.13669,1.13679
1637068500,1.13684,1.13696,1.13658,1.13684
1637068800,1.13685,1.13698,1.13664,1.13666
1637069100,1.13667,1.13688,1.13667,1.13684
1637069400,1.13684,1.13699,1.13573,1.13629
1637069700,1.1363,1.13714,1.13626,1.13713
1637070000,1.13711,1.13745,1.13679,1.13722
1637070300,1.13723,1.13734,1.13705,1.13719
1637070600,1.13718,1.13726,1.13667,1.13685
1637070900,1.13682,1.13689,1.13606,1.13615
1637071200,1.13614,1.1362,1.13522,1.13532
1637071500,1.1353,1.13541,1.13313,1.13347
1637071800,1.13348,1.13371,1.13294,1.13345
1637072100,1.13345,1.13349,1.13304,1.13339
1637072400,1.13337,1.13337,1.13294,1.13307
1637072700,1.13309,1.13394,1.13297,1.1339
1637073000,1.13388,1.13468,1.13388,1.13433
1637073300,1.13434,1.13486,1.1343,1.13443
1637073600,1.13444,1.13469,1.13426,1.13463
1637073900,1.13464,1.13486,1.13442,1.13447
1637074200,1.13448,1.13448,1.13386,1.13403
1637074500,1.13402,1.13464,1.13398,1.13437
1637074800,1.13435,1.13448,1.13412,1.13412
1637075100,1.13413,1.13512,1.13404,1.13492
1637075400,1.13494,1.1353,1.13478,1.13513
1637075700,1.13514,1.13527,1.13454,1.1347
1637076000,1.13472,1.13527,1.13471,1.13527
1637076300,1.13525,1.13525,1.13464,1.13468
1637076600,1.13465,1.13489,1.13423,1.13448
1637076900,1.13452,1.13502,1.13445,1.13474
1637077200,1.13476,1.13483,1.13424,1.1343
1637077500,1.1343,1.13445,1.13403,1.13416
1637077800,1.13418,1.13459,1.13406,1.13448
1637078100,1.13451,1.13518,1.13439,1.13498
1637078400,1.13498,1.13553,1.13492,1.13526
1637078700,1.13525,1.13527,1.13463,1.13477
1637079000,1.13477,1.13489,1.13448,1.13453
1637079300,1.13452,1.13478,1.13432,1.13436
1637079600,1.13435,1.13444,1.13401,1.13401
1637079900,1.13402,1.13443,1.13401,1.13439
1637080200,1.13437,1.13451,1.13404,1.13413
1637080500,1.13408,1.13413,1.13357,1.13357
1637080800,1.13358,1.13367,1.13337,1.13349
1637081100,1.13346,1.13364,1.13334,1.13362
1637081400,1.13363,1.13363,1.13325,1.13338
1637081700,1.13337,1.1334,1.13314,1.13336
1637082000,1.13334,1.13349,1.13319,1.13345
1637082300,1.13344,1.13351,1.13322,1.13322
1637082600,1.13323,1.13323,1.13272,1.13281
1637082900,1.1328,1.13311,1.1323,1.13307
1637083200,1.13306,1.13307,1.13284,1.13292
1637083500,1.13294,1.13295,1.13233,1.13242
1637083800,1.13241,1.13246,1.13192,1.13207
1637084100,1.13202,1.1323,1.13197,1.13209
1637084400,1.13208,1.13262,1.13208,1.13258
1637084700,1.13259,1.13262,1.13223,1.13226
1637085000,1.1323,1.1327,1.13223,1.13265
1637085300,1.1326,1.13281,1.13237,1.13271
1637085600,1.13272,1.13311,1.13265,1.13307
1637085900,1.13306,1.13334,1.13297,1.1332
1637086200,1.1333,1.13339,1.13324,1.13329
1637086500,1.13329,1.13338,1.13307,1.13319
1637086800,1.13318,1.1332,1.13288,1.13295
1637087100,1.13294,1.13316,1.13294,1.13309
1637087400,1.13307,1.13319,1.133,1.133
1637087700,1.13302,1.13309,1.13296,1.13307
1637088000,1.13307,1.1331,1.13298,1.13309
1637088300,1.13307,1.13309,1.13276,1.13281
1637088600,1.13279,1.1329,1.13261,1.13262
1637088900,1.1326,1.13267,1.13204,1.13267
1637089200,1.13268,1.13307,1.13268,1.13295
1637089500,1.13293,1.13294,1.13249,1.1325
1637089800,1.13249,1.13261,1.13227,1.13237
1637090100,1.13239,1.13295,1.13234,1.13293
1637090400,1.13291,1.13299,1.13246,1.13248
1637090700,1.13246,1.13248,1.13206,1.13207
1637091000,1.13207,1.13237,1.13206,1.1322
1637091300,1.13219,1.13237,1.13214,1.13216
1637091600,1.13211,1.13235,1.13209,1.13216
1637091900,1.13215,1.13216,1.13184,1.13191
1637092200,1.13192,1.13211,1.13188,1.13209
1637092500,1.13208,1.1322,1.13157,1.13162
1637092800,1.13162,1.13173,1.13149,1.13162
1637093100,1.13164,1.13188,1.1316,1.13183
1637093400,1.13182,1.13183,1.13163,1.13172
1637093700,1.13173,1.13184,1.13156,1.13171
1637094000,1.1317,1.13175,1.13156,1.13163
1637094300,1.13164,1.13213,1.13164,1.13209
1637094600,1.13207,1.13225,1.13181,1.13183
1637094900,1.13182,1.13199,1.13176,1.13182
1637095200,1.13181,1.13181,1.13153,1.13167
1637095500,1.13172,1.13172,1.13145,1.13165
1637095800,1.13163,1.13173,1.13151,1.13153
1637096100,1.13151,1.13152,1.13114,1.13123
1637096400,1.13123,1.13138,1.13086,1.13136
1637096700,1.13135,1.13136,1.13108,1.13127
1637097000,1.13126,1.13138,1.1311,1.13138
1637097300,1.13138,1.13158,1.13135,1.13153
1637097600,1.13155,1.13179,1.13149,1.13173
1637097900,1.13173,1.13179,1.13162,1.13169
1637098200,1.1317,1.13174,1.13164,1.13169
1637098500,1.1317,1.13175,1.13167,1.1317
1637098800,1.13167,1.13182,1.13167,1.13179
1637099100,1.13178,1.13189,1.13176,1.13187
1637099400,1.13189,1.13189,1.13165,1.1318
1637099700,1.1318,1.132,1.13179,1.132
1637100300,1.13188,1.13206,1.13187,1.13199
1637100600,1.13195,1.13202,1.13184,1.1319
1637100900,1.13204,1.13206,1.13191,1.13202
1637101200,1.13208,1.13208,1.13199,1.13202
1637101500,1.132,1.13211,1.132,1.1321
1637101800,1.13211,1.13216,1.13196,1.13199
1637102100,1.13201,1.13208,1.13198,1.13199
1637102400,1.132,1.13209,1.13199,1.13207
1637102700,1.13209,1.13217,1.13208,1.13217
1637103000,1.13218,1.13223,1.13214,1.1322
1637103300,1.1322,1.13226,1.13209,1.13209
1637103600,1.13209,1.13209,1.13178,1.13188
1637103900,1.13187,1.13188,1.13175,1.13175
1637104200,1.13176,1.13176,1.13167,1.1317
1637104500,1.13172,1.13175,1.13132,1.13147
1637104800,1.13148,1.13161,1.13139,1.13144
1637105100,1.13144,1.13149,1.13131,1.13131
1637105400,1.13129,1.13144,1.13128,1.13143
1637105700,1.13143,1.13152,1.13126,1.13127
1637106000,1.13126,1.13126,1.13094,1.13117
1637106300,1.13118,1.13155,1.13118,1.13154
1637106600,1.13155,1.13181,1.13154,1.13179
1637106900,1.13181,1.13181,1.1317,1.13176
1637107200,1.13176,1.13183,1.13135,1.13183
1637107500,1.13181,1.13199,1.13178,1.13193
1637107800,1.13192,1.13213,1.13186,1.13206
1637108100,1.13205,1.13219,1.13205,1.13219
1637108400,1.1322,1.13226,1.13197,1.13225
1637108700,1.13226,1.13228,1.13211,1.13226
1637109000,1.13227,1.13228,1.13195,1.13206
1637109300,1.13206,1.13207,1.13171,1.13172
1637109600,1.13173,1.13184,1.13167,1.13179
1637109900,1.13179,1.13185,1.13172,1.1318
1637110200,1.13181,1.13208,1.13181,1.13206
1637110500,1.13206,1.1322,1.13205,1.13218
1637110800,1.13217,1.13228,1.132,1.13214
1637111100,1.13213,1.13228,1.1321,1.13226
1637111400,1.13224,1.13246,1.13224,1.1324
1637111700,1.13237,1.1324,1.13225,1.13235
1637112000,1.13234,1.13245,1.13226,1.13244
1637112300,1.13245,1.13262,1.13244,1.1326
1637112600,1.13261,1.13264,1.13235,1.13236
1637112900,1.13236,1.13255,1.13236,1.13248
1637113200,1.13246,1.13254,1.13222,1.13228
1637113500,1.13227,1.13235,1.13223,1.13234
1637113800,1.13233,1.13237,1.13213,1.1322
1637114100,1.13218,1.13232,1.13214,1.13227
1637114400,1.13226,1.13226,1.13199,1.13219
1637114700,1.1322,1.1322,1.13205,1.13207
1637115000,1.13206,1.13209,1.13196,1.13204
1637115300,1.13202,1.13204,1.13192,1.13199
1637115600,1.132,1.13207,1.13197,1.132
1637115900,1.13202,1.13227,1.13196,1.13211
1637116200,1.13211,1.13215,1.13202,1.13214
1637116500,1.13215,1.13234,1.13214,1.13225
1637116800,1.13226,1.13236,1.13225,1.13231
1637117100,1.1323,1.13231,1.13211,1.13213
1637117400,1.13211,1.13211,1.13185,1.13193
1637117700,1.13193,1.13215,1.1319,1.13214
1637118000,1.13215,1.13217,1.13166,1.13167
1637118300,1.13167,1.13175,1.13149,1.13157
1637118600,1.13155,1.13156,1.13136,1.13152
1637118900,1.13153,1.13153,1.13123,1.13125
1637119200,1.13126,1.13126,1.13101,1.13109
1637119500,1.1311,1.13129,1.13107,1.1311
1637119800,1.13111,1.13116,1.13101,1.13101
1637120100,1.13102,1.13105,1.13084,1.13085
1637120400,1.13084,1.13088,1.12633,1.12791
1637120700,1.12793,1.12901,1.12793,1.12881
1637121000,1.12881,1.1293,1.12862,1.12924
1637121300,1.12919,1.12919,1.12858,1.12884
1637121600,1.12885,1.12964,1.12884,1.12919
1637121900,1.12921,1.12944,1.12895,1.12897
1637122200,1.12898,1.12948,1.12894,1.12948
1637122500,1.12949,1.13009,1.12949,1.13005
1637122800,1.13003,1.13006,1.12967,1.12972
1637123100,1.12965,1.12995,1.1295,1.12974
1637123400,1.12973,1.12983,1.12949,1.1296
1637123700,1.12959,1.12983,1.12959,1.12972
1637124000,1.12972,1.12994,1.12968,1.12981
1637124300,1.12982,1.12997,1.12974,1.1299
1637124600,1.1299,1.13009,1.12985,1.13003
1637124900,1.13004,1.13005,1.12953,1.12979
1637125200,1.12978,1.13024,1.12976,1.13006
1637125500,1.13007,1.1302,1.12994,1.13006
1637125800,1.13006,1.13009,1.12971,1.12982
1637126100,1.12977,1.12978,1.12919,1.12921
1637126400,1.1292,1.12939,1.12912,1.12936
1637126700,1.12933,1.12933,1.12912,1.12914
1637127000,1.12914,1.12961,1.12912,1.12961
1637127300,1.1296,1.12976,1.12954,1.12969
1637127600,1.12971,1.12989,1.12962,1.12973
1637127900,1.12976,1.12983,1.12958,1.12983
1637128200,1.12985,1.1299,1.12974,1.12978
1637128500,1.12979,1.13,1.12973,1.12987
1637128800,1.12986,1.13015,1.12982,1.13008
1637129100,1.13007,1.13014,1.12978,1.12978
1637129400,1.12977,1.12985,1.12952,1.12984
1637129700,1.12983,1.12999,1.12972,1.12995
1637130000,1.12994,1.13031,1.1299,1.13013
1637130300,1.13014,1.13021,1.12999,1.13008
1637130600,1.13007,1.13044,1.13004,1.13035
1637130900,1.13035,1.13039,1.13014,1.13015
1637131200,1.13016,1.13066,1.13006,1.13066
1637131500,1.13065,1.13074,1.13056,1.13059
1637131800,1.1306,1.1306,1.13035,1.13044
1637132100,1.13046,1.13051,1.13014,1.1302
1637132400,1.13018,1.13053,1.12993,1.12996
1637132700,1.12997,1.13028,1.12993,1.13025
1637133000,1.13026,1.1305,1.12974,1.13048
1637133300,1.1305,1.13087,1.13037,1.13087
1637133600,1.13086,1.13132,1.13085,1.13128
1637133900,1.13129,1.13147,1.13118,1.13127
1637134200,1.13126,1.1317,1.1312,1.13151
1637134500,1.13149,1.13152,1.13116,1.13123
1637134800,1.13122,1.13129,1.13106,1.13113
1637135100,1.13112,1.13114,1.13072,1.13078
1637135400,1.13077,1.13094,1.13063,1.13068
1637135700,1.13067,1.13068,1.12994,1.13024
1637136000,1.13022,1.13061,1.12988,1.13022
1637136300,1.13023,1.13052,1.13004,1.13044
1637136600,1.13043,1.1309,1.13042,1.13085
1637136900,1.13086,1.13149,1.13064,1.13149
1637137200,1.13148,1.13174,1.13121,1.13165
1637137500,1.13166,1.13191,1.13165,1.13184
1637137800,1.13183,1.13193,1.1317,1.13178
1637138100,1.13179,1.1318,1.13113,1.13132
1637138400,1.13136,1.13175,1.13123,1.13161
1637138700,1.13158,1.13176,1.13142,1.13149
1637139000,1.13148,1.13207,1.13147,1.13186
1637139300,1.13185,1.13195,1.13164,1.1317
1637139600,1.13173,1.13183,1.13138,1.13141
1637139900,1.13144,1.13176,1.13129,1.13149
1637140200,1.13151,1.13154,1.13114,1.1312
1637140500,1.13119,1.13131,1.131,1.13125
1637140800,1.13126,1.13137,1.13108,1.13131
1637141100,1.13132,1.13134,1.13099,1.13108
1637141400,1.13107,1.1311,1.13076,1.13097
1637141700,1.131,1.13111,1.13087,1.13094
1637142000,1.13095,1.13183,1.13083,1.13167
1637142300,1.13164,1.13166,1.13123,1.13129
1637142600,1.13127,1.13148,1.13099,1.13103
1637142900,1.13101,1.13146,1.1309,1.13121
1637143200,1.13121,1.13137,1.1309,1.13097
1637143500,1.13094,1.13132,1.1307,1.13122
1637143800,1.13125,1.13127,1.13084,1.13086
1637144100,1.13086,1.13125,1.13082,1.13117
1637144400,1.13118,1.13161,1.13117,1.13155
1637144700,1.13152,1.13158,1.13122,1.13127
1637145000,1.13128,1.13163,1.13114,1.13155
1637145300,1.13153,1.13156,1.13111,1.13118
1637145600,1.13113,1.13114,1.13091,1.13101
1637145900,1.13102,1.13151,1.13095,1.13132
1637146200,1.13132,1.13132,1.13088,1.13092
1637146500,1.13092,1.13093,1.13066,1.13073
1637146800,1.13075,1.13104,1.13067,1.13097
1637147100,1.13097,1.13118,1.13081,1.13097
1637147400,1.13097,1.13118,1.13081,1.13094
1637147700,1.13095,1.13144,1.13087,1.13116
1637148000,1.13112,1.13116,1.13094,1.13114
1637148300,1.13116,1.13143,1.13116,1.13139
1637148600,1.13139,1.13167,1.13137,1.13162
1637148900,1.13161,1.13167,1.1313,1.13131
1637149200,1.13134,1.13154,1.13129,1.13144
1637149500,1.13143,1.13144,1.13128,1.13135
1637149800,1.13134,1.13193,1.13132,1.13181
1637150100,1.13181,1.13243,1.13176,1.13242
1637150400,1.13241,1.13281,1.13228,1.1328
1637150700,1.13278,1.13281,1.1325,1.13277
1637150700,1.13278,1.13281,1.1325,1.13277
1637151000,1.13278,1.13292,1.13251,1.13272
1637151600,1.13307,1.13309,1.13272,1.13276
1637151900,1.13277,1.13278,1.13239,1.13243
1637152200,1.13242,1.13245,1.13217,1.13226
1637152500,1.13226,1.13233,1.132,1.13207
1637152800,1.13206,1.13217,1.13206,1.13217
1637153100,1.13216,1.13232,1.1318,1.13187
1637153400,1.13187,1.13248,1.13187,1.13236
1637153700,1.13235,1.13236,1.13154,1.13165
1637154000,1.13164,1.13211,1.13162,1.13199
