t,o,h,l,c
1636007400,1.1583,1.15855,1.15804,1.15807
1636008300,1.15806,1.15827,1.15776,1.15776
1636009200,1.15776,1.15816,1.15759,1.15796
1636010100,1.15794,1.15799,1.15748,1.15757
1636011000,1.15758,1.1578,1.15695,1.15715
1636011900,1.15712,1.15748,1.15695,1.15708
1636012800,1.15709,1.15713,1.15495,1.15542
1636013700,1.15541,1.15567,1.15497,1.15548
1636014600,1.15546,1.1555,1.15484,1.15524
1636015500,1.1552,1.1556,1.15498,1.15525
1636016400,1.15528,1.15543,1.15491,1.1553
1636017300,1.1553,1.1553,1.1547,1.15497
1636018200,1.15492,1.15514,1.15475,1.15506
1636019100,1.15504,1.15544,1.15472,1.15523
1636020000,1.15524,1.15524,1.15439,1.15466
1636020900,1.15465,1.15478,1.15439,1.15447
1636021800,1.15448,1.15469,1.15423,1.15443
1636022700,1.15441,1.15467,1.15423,1.15451
1636023600,1.15452,1.15499,1.15441,1.15496
1636024500,1.15497,1.15525,1.15479,1.1552
1636025400,1.15518,1.15526,1.15448,1.15486
1636026300,1.15487,1.15543,1.15482,1.15541
1636027200,1.1554,1.15577,1.15445,1.15478
1636028100,1.15483,1.15569,1.15464,1.15544
1636029000,1.15545,1.1558,1.15524,1.15563
1636029900,1.15563,1.15625,1.15548,1.15619
1636030800,1.15619,1.15727,1.15581,1.15685
1636031700,1.15683,1.15707,1.15616,1.15622
1636032600,1.15623,1.15665,1.15606,1.15642
1636033500,1.15641,1.15654,1.15528,1.15528
1636034400,1.15531,1.15561,1.15461,1.1549
1636035300,1.15489,1.15539,1.15466,1.15513
1636036200,1.15512,1.15515,1.15394,1.15418
1636037100,1.15419,1.1546,1.15401,1.15441
1636038000,1.1544,1.15443,1.15372,1.15419
1636038900,1.15418,1.15428,1.1528,1.1528
1636039800,1.15281,1.15383,1.15279,1.15378
1636040700,1.15377,1.15458,1.15353,1.15449
1636041600,1.15449,1.15521,1.15446,1.15499
1636042500,1.15498,1.15514,1.15445,1.15458
1636043400,1.15458,1.15476,1.15428,1.15437
1636044300,1.15438,1.15438,1.15398,1.15434
1636045200,1.15434,1.1548,1.15425,1.15474
1636046100,1.15473,1.15517,1.15463,1.15476
1636047000,1.15478,1.1548,1.15458,1.15467
1636047900,1.15467,1.15493,1.15448,1.15467
1636048800,1.15469,1.15513,1.15466,1.15512
1636049700,1.15513,1.15558,1.15498,1.15542
1636050600,1.15544,1.15549,1.15519,1.15537
1636051500,1.1554,1.15565,1.1552,1.1552
1636052400,1.15521,1.15535,1.15508,1.15519
1636053300,1.15518,1.15551,1.15514,1.15549
1636054200,1.15549,1.15562,1.15536,1.15557
1636055100,1.15559,1.15571,1.15544,1.15569
1636056000,1.15568,1.15575,1.15546,1.15552
1636056900,1.15553,1.15562,1.15546,1.15555
1636057800,1.15554,1.15554,1.15525,1.15533
1636058700,1.15534,1.1555,1.15516,1.15539
1636059600,1.15499,1.15563,1.15499,1.15541
1636060500,1.15541,1.15541,1.15524,1.15533
1636061400,1.15532,1.15532,1.15521,1.15523
1636062300,1.15521,1.15541,1.15519,1.15535
1636063200,1.15534,1.15535,1.15526,1.15528
1636064100,1.15528,1.15539,1.15524,1.15531
1636065000,1.15532,1.15536,1.15521,1.15536
1636065900,1.15537,1.15539,1.15501,1.1552
1636066800,1.15521,1.15523,1.15484,1.15493
1636067700,1.15495,1.15528,1.15484,1.15527
1636068600,1.15528,1.15536,1.15521,1.15535
1636069500,1.15536,1.1555,1.15536,1.1555
1636070400,1.15552,1.15557,1.15497,1.15497
1636071300,1.15498,1.15531,1.15492,1.15508
1636072200,1.15511,1.15513,1.15467,1.15496
1636073100,1.15493,1.15525,1.1548,1.15509
1636074000,1.15511,1.15525,1.15488,1.15507
1636074900,1.15506,1.1551,1.15447,1.15489
1636075800,1.15489,1.15513,1.15481,1.15507
1636076700,1.15506,1.15516,1.15484,1.15502
1636077600,1.15501,1.15502,1.15467,1.15477
1636078500,1.15475,1.15478,1.15458,1.15464
1636079400,1.15464,1.15467,1.15442,1.15448
1636080300,1.15446,1.15447,1.15412,1.15419
1636081200,1.15418,1.15429,1.15407,1.15429
1636082100,1.15427,1.1544,1.15425,1.15439
1636083000,1.15441,1.15445,1.15428,1.15431
1636083900,1.15432,1.15475,1.15426,1.15461
1636084800,1.15463,1.15504,1.15463,1.15504
1636085700,1.15502,1.15512,1.15496,1.15508
1636086600,1.15509,1.15521,1.15505,1.15521
1636087500,1.15523,1.15572,1.15521,1.15571
1636088400,1.1557,1.1557,1.15544,1.15558
1636089300,1.15557,1.15558,1.15533,1.15546
1636090200,1.15545,1.15555,1.15543,1.15553
1636091100,1.15553,1.15558,1.15525,1.15527
1636092000,1.15526,1.15536,1.155,1.15536
1636092900,1.15537,1.15551,1.15506,1.1551
1636093800,1.15509,1.15568,1.15504,1.15563
1636094700,1.15563,1.15566,1.15537,1.1554
1636095600,1.15541,1.15591,1.15524,1.15581
1636096500,1.1558,1.1562,1.15574,1.15609
1636097400,1.1561,1.15625,1.15587,1.15599
1636098300,1.15602,1.15619,1.15579,1.156
1636099200,1.15603,1.15609,1.15548,1.15553
1636100100,1.15555,1.15579,1.15508,1.1555
1636101000,1.1555,1.15602,1.15534,1.1554
1636101900,1.15539,1.15557,1.15469,1.15488
1636102800,1.15487,1.1549,1.1541,1.15432
1636103700,1.15427,1.15473,1.15388,1.15394
1636104600,1.15392,1.15438,1.15391,1.15432
1636105500,1.15433,1.15442,1.15404,1.15422
1636106400,1.15421,1.15421,1.15337,1.15376
1636107300,1.15375,1.15404,1.15335,1.15344
1636108200,1.15346,1.15366,1.15309,1.15321
1636109100,1.15323,1.15361,1.15315,1.1536
1636110000,1.15361,1.15375,1.15309,1.15313
1636110900,1.15312,1.15338,1.15305,1.15326
1636111800,1.15326,1.15344,1.15297,1.15329
1636112700,1.15329,1.15343,1.15311,1.15331
1636113600,1.15332,1.15344,1.15313,1.15337
1636114500,1.15339,1.15399,1.15334,1.15382
1636115400,1.15382,1.15382,1.1515,1.15241
1636116300,1.15239,1.15312,1.1513,1.15142
1636117200,1.15138,1.15233,1.1513,1.15188
1636118100,1.15186,1.15317,1.15186,1.15299
1636119000,1.153,1.15362,1.15235,1.15262
1636119900,1.15261,1.15267,1.15166,1.15186
1636120800,1.15186,1.15227,1.15177,1.15203
1636121700,1.15205,1.15267,1.15186,1.15235
1636122600,1.15234,1.1527,1.15198,1.15243
1636123500,1.15244,1.15302,1.15243,1.15276
1636124400,1.15279,1.15357,1.15254,1.1535
1636125300,1.15351,1.15429,1.15313,1.15414
1636126200,1.15416,1.15555,1.1541,1.15514
1636127100,1.15516,1.1556,1.15467,1.1552
1636128000,1.15519,1.15558,1.15488,1.15493
1636128900,1.15495,1.15575,1.15492,1.15559
1636129800,1.15561,1.15603,1.15557,1.15584
1636130700,1.15583,1.15662,1.15576,1.15632
1636131600,1.1563,1.15679,1.15625,1.15638
1636132500,1.15637,1.15637,1.1559,1.1559
1636133400,1.15589,1.15618,1.15581,1.15596
1636134300,1.15599,1.15605,1.15561,1.15563
1636135200,1.15565,1.15575,1.15534,1.15565
1636136100,1.15563,1.15572,1.15509,1.15521
1636137000,1.1552,1.15546,1.15515,1.15528
1636137900,1.15525,1.15528,1.15479,1.15495
1636138800,1.15493,1.15616,1.15492,1.15616
1636139700,1.15615,1.1566,1.15594,1.15646
1636140600,1.15645,1.1566,1.15625,1.15654
1636141500,1.15653,1.15684,1.15627,1.15676
1636142400,1.15675,1.15684,1.15656,1.15683
1636143300,1.15684,1.15695,1.15666,1.15684
1636144200,1.15684,1.15729,1.15669,1.15703
1636145100,1.15702,1.15702,1.15662,1.15666
1636322400,1.15599,1.15631,1.15562,1.15581
1636323300,1.15577,1.15631,1.15574,1.15622
1636324200,1.15623,1.15646,1.15607,1.15632
1636325100,1.15629,1.15654,1.15621,1.15642
1636326000,1.15649,1.15668,1.15642,1.15665
1636326900,1.15658,1.15671,1.15642,1.15662
1636327800,1.15659,1.15695,1.15653,1.15685
1636328700,1.15684,1.15693,1.15678,1.15679
1636329600,1.15678,1.15678,1.15642,1.15646
1636330500,1.15645,1.15677,1.15645,1.15653
1636331400,1.15651,1.15662,1.15621,1.15622
1636332300,1.15621,1.15631,1.1558,1.15603
1636333200,1.15602,1.15622,1.15577,1.15594
1636334100,1.15595,1.15619,1.15572,1.15587
1636335000,1.15588,1.15589,1.15546,1.15577
1636335900,1.15574,1.15574,1.15537,1.15545
1636336800,1.15546,1.15556,1.15533,1.15533
1636337700,1.15532,1.15566,1.15528,1.15546
1636338600,1.15548,1.1557,1.15537,1.15566
1636339500,1.15566,1.15589,1.15561,1.15589
1636340400,1.15588,1.15618,1.15584,1.15603
1636341300,1.15601,1.15618,1.15598,1.15613
1636342200,1.15611,1.15619,1.15601,1.15601
1636343100,1.15602,1.15603,1.15571,1.15575
1636344000,1.15576,1.15587,1.15563,1.15583
1636344900,1.15581,1.15586,1.15567,1.15581
1636345800,1.15583,1.15583,1.15568,1.15581
1636346700,1.15581,1.15629,1.15581,1.15607
1636347600,1.15606,1.15619,1.15602,1.15616
1636348500,1.15616,1.15624,1.15603,1.15618
1636349400,1.15616,1.15621,1.15596,1.15601
1636350300,1.15602,1.15625,1.15591,1.15596
1636351200,1.15598,1.15684,1.15596,1.15679
1636352100,1.15678,1.15679,1.15644,1.15646
1636353000,1.15645,1.15662,1.15622,1.15658
1636353900,1.15657,1.15669,1.15631,1.15631
1636354800,1.15634,1.15656,1.1562,1.15642
1636355700,1.15641,1.15658,1.15623,1.15628
1636356600,1.15627,1.15627,1.15508,1.15555
1636357500,1.15556,1.15607,1.15554,1.15593
1636358400,1.15594,1.15635,1.15526,1.15537
1636359300,1.15537,1.15558,1.15501,1.15534
1636360200,1.15533,1.15691,1.15518,1.15686
1636361100,1.15686,1.15734,1.15666,1.157
1636362000,1.15699,1.15757,1.15695,1.15715
1636362900,1.15716,1.1573,1.15663,1.15679
1636363800,1.15683,1.15729,1.15663,1.15666
1636364700,1.15665,1.15678,1.15603,1.15607
1636365600,1.15607,1.15614,1.15548,1.1557
1636366500,1.15568,1.15607,1.15555,1.15605
1636367400,1.15606,1.1566,1.15601,1.1566
1636368300,1.15662,1.15694,1.15662,1.1567
1636369200,1.1567,1.15737,1.1567,1.15686
1636370100,1.15688,1.1569,1.15633,1.15633
1636371000,1.15632,1.15675,1.15613,1.15665
1636371900,1.15666,1.15734,1.15653,1.15713
1636372800,1.1571,1.15752,1.15706,1.15713
1636373700,1.15714,1.15763,1.15706,1.15758
1636374600,1.15758,1.15797,1.15742,1.15793
1636375500,1.15794,1.15798,1.15745,1.15758
1636376400,1.15757,1.15827,1.15753,1.15783
1636377300,1.15787,1.15823,1.15767,1.15805
1636378200,1.15806,1.15823,1.15695,1.15704
1636379100,1.15709,1.1571,1.15673,1.15682
1636380000,1.15684,1.1573,1.15639,1.15702
1636380900,1.15704,1.15787,1.15689,1.15704
1636381800,1.15706,1.15772,1.15701,1.15716
1636382700,1.15715,1.1575,1.15698,1.15748
1636383600,1.15747,1.15877,1.1573,1.15875
1636384500,1.15872,1.15943,1.15827,1.15923
1636385400,1.15925,1.15929,1.15844,1.15856
1636386300,1.15855,1.15916,1.15853,1.15885
1636387200,1.15884,1.15897,1.15843,1.15858
1636388100,1.1586,1.15897,1.15853,1.15884
1636389000,1.15883,1.15913,1.15862,1.15906
1636389900,1.15907,1.15944,1.15892,1.15906
1636390800,1.15907,1.1591,1.15881,1.15908
1636391700,1.15909,1.15917,1.15886,1.15891
1636392600,1.15892,1.15905,1.15868,1.15877
1636393500,1.15876,1.15879,1.15832,1.15856
1636394400,1.15853,1.15871,1.15832,1.15855
1636395300,1.15852,1.15888,1.15841,1.15875
1636396200,1.15871,1.15874,1.15853,1.15866
1636397100,1.15867,1.15883,1.15861,1.1587
1636398000,1.15871,1.15894,1.1587,1.15871
1636398900,1.15872,1.15876,1.15857,1.1586
1636399800,1.15861,1.15882,1.15861,1.15879
1636400700,1.15878,1.15893,1.15862,1.15887
1636401600,1.15883,1.15904,1.15823,1.15857
1636402500,1.15859,1.15887,1.15858,1.15881
1636403400,1.15879,1.15892,1.15871,1.15882
1636404300,1.15883,1.15908,1.15871,1.15887
1636405200,1.15886,1.15909,1.15883,1.15907
1636406100,1.15907,1.15908,1.15878,1.15883
1636407000,1.15879,1.15886,1.15862,1.15865
1636407900,1.15866,1.15878,1.15851,1.15851
1636408800,1.15835,1.15852,1.15817,1.15851
1636409700,1.15839,1.15876,1.15839,1.15864
1636410600,1.15865,1.15887,1.15853,1.15859
1636411500,1.1586,1.15877,1.15851,1.1586
1636412400,1.15864,1.15871,1.1586,1.15862
1636413300,1.15862,1.15865,1.15846,1.15853
1636414200,1.15853,1.1587,1.15851,1.1586
1636415100,1.15862,1.15874,1.15858,1.15874
1636416000,1.15869,1.15904,1.15864,1.15881
1636416900,1.15879,1.15879,1.15848,1.15848
1636417800,1.15847,1.15853,1.15817,1.15817
1636418700,1.15818,1.15818,1.15788,1.15806
1636419600,1.15805,1.15832,1.15789,1.15815
1636420500,1.15814,1.15859,1.15814,1.15837
1636421400,1.15839,1.15841,1.158,1.15808
1636422300,1.15807,1.15808,1.15768,1.15798
1636423200,1.15799,1.15871,1.15792,1.15838
1636424100,1.15836,1.15853,1.15823,1.15833
1636425000,1.15834,1.15839,1.1582,1.15822
1636425900,1.15821,1.15853,1.15812,1.15844
1636426800,1.15843,1.15873,1.15831,1.15853
1636427700,1.1585,1.15884,1.15849,1.15861
1636428600,1.1586,1.15866,1.15833,1.15843
1636429500,1.15842,1.15853,1.1583,1.15848
1636430400,1.15847,1.15927,1.15847,1.15927
1636431300,1.15926,1.15948,1.15926,1.1593
1636432200,1.15929,1.15973,1.15925,1.15967
1636433100,1.15969,1.15989,1.15961,1.15965
1636434000,1.15966,1.16009,1.15965,1.16001
1636434900,1.16002,1.16009,1.15992,1.16002
1636435800,1.16002,1.16042,1.16001,1.16041
1636436700,1.16042,1.16061,1.15991,1.15992
1636437600,1.15991,1.1606,1.15991,1.16057
1636438500,1.16058,1.1606,1.16028,1.16032
1636439400,1.16032,1.16033,1.15993,1.15993
1636440300,1.15994,1.16006,1.15966,1.1597
1636441200,1.15971,1.16029,1.1596,1.16008
1636442100,1.16007,1.1601,1.15949,1.15952
1636443000,1.15953,1.15956,1.15906,1.15936
1636443900,1.15935,1.15958,1.15916,1.15958
1636444800,1.15958,1.15963,1.15881,1.15887
1636445700,1.15886,1.15897,1.15798,1.15833
1636446600,1.15832,1.15896,1.15831,1.1585
1636447500,1.15853,1.15906,1.15842,1.15892
1636448400,1.15894,1.15894,1.15829,1.15861
1636449300,1.15862,1.15913,1.15853,1.15873
1636450200,1.15872,1.15939,1.15862,1.15939
1636451100,1.15941,1.15943,1.15905,1.15931
1636452000,1.15932,1.15981,1.15901,1.15918
1636452900,1.1592,1.15976,1.15897,1.15957
1636453800,1.15953,1.15967,1.15907,1.1592
1636454700,1.15919,1.15937,1.15897,1.15903
1636455600,1.15902,1.15956,1.159,1.15902
1636456500,1.15901,1.15904,1.15885,1.15888
1636457400,1.15887,1.15925,1.15848,1.15908
1636458300,1.15909,1.15911,1.15779,1.15794
1636459200,1.15796,1.15815,1.15743,1.15754
1636460100,1.15755,1.15803,1.15754,1.15778
1636461000,1.15779,1.15787,1.15736,1.15736
1636461900,1.15735,1.15752,1.1571,1.15718
1636462800,1.15719,1.15777,1.15694,1.15763
1636463700,1.15762,1.15786,1.1571,1.15781
1636464600,1.1578,1.15839,1.15748,1.15836
1636465500,1.15837,1.15961,1.15812,1.1596
1636466400,1.15957,1.15995,1.15886,1.15887
1636467300,1.15882,1.15967,1.15867,1.15935
1636468200,1.15937,1.16016,1.15935,1.1601
1636469100,1.16009,1.16085,1.15988,1.16002
1636470000,1.16,1.16018,1.15795,1.15825
1636470900,1.15824,1.15855,1.15764,1.15797
1636471800,1.15795,1.15858,1.15768,1.15788
1636472700,1.15786,1.15867,1.15751,1.15846
1636473600,1.15844,1.15855,1.15721,1.15734
1636474500,1.15733,1.15779,1.1571,1.15763
1636475400,1.15763,1.15834,1.15743,1.15831
1636476300,1.15828,1.15873,1.15818,1.15869
1636477200,1.1587,1.15923,1.15858,1.15901
1636478100,1.15902,1.15929,1.15885,1.15905
1636479000,1.15904,1.1592,1.15883,1.15897
1636479900,1.15896,1.15935,1.15883,1.15911
1636480800,1.15914,1.15927,1.15868,1.15894
1636481700,1.15895,1.15936,1.1589,1.15907
1636482600,1.15908,1.15913,1.15868,1.1587
1636483500,1.15871,1.1591,1.15871,1.15896
1636484400,1.15895,1.15908,1.15883,1.15907
1636485300,1.15905,1.1593,1.15891,1.1593
1636486200,1.15926,1.15937,1.15915,1.15925
1636487100,1.15923,1.15944,1.15911,1.15939
1636488000,1.15938,1.15981,1.15938,1.15962
1636488900,1.15961,1.15975,1.15927,1.15928
1636489800,1.15929,1.15957,1.15917,1.15954
1636490700,1.15953,1.15967,1.15923,1.15954
1636491600,1.15953,1.15963,1.15938,1.15945
1636492500,1.15948,1.15951,1.15938,1.15941
1636493400,1.15941,1.15949,1.15928,1.15934
1636494300,1.15932,1.15949,1.15927,1.15931
1636495200,1.15905,1.1593,1.15889,1.15919
1636496100,1.15923,1.15935,1.15914,1.15922
1636497000,1.15923,1.15925,1.15905,1.15914
1636497900,1.15911,1.1594,1.15907,1.15923
1636498800,1.15925,1.15934,1.15922,1.15923
1636499700,1.15923,1.1593,1.15917,1.15921
1636500600,1.15922,1.15941,1.15921,1.15932
1636501500,1.15932,1.15938,1.15932,1.15936
1636502400,1.1594,1.15949,1.15913,1.15923
1636503300,1.15922,1.15935,1.15921,1.15928
1636504200,1.15929,1.15938,1.15904,1.15912
1636505100,1.15913,1.15918,1.15908,1.15909
1636506000,1.15908,1.15944,1.15892,1.15917
1636506900,1.15918,1.15948,1.15911,1.15916
1636507800,1.15916,1.15927,1.15891,1.15909
1636508700,1.15908,1.15932,1.15878,1.15912
1636509600,1.15913,1.15917,1.1587,1.15871
1636510500,1.15872,1.1589,1.15871,1.15886
1636511400,1.15887,1.15888,1.15836,1.15837
1636512300,1.15833,1.15864,1.15828,1.15849
1636513200,1.1585,1.15864,1.15822,1.15833
1636514100,1.15832,1.15866,1.15824,1.15862
1636515000,1.15862,1.15872,1.15851,1.15853
1636515900,1.15852,1.15852,1.1583,1.15838
1636516800,1.15839,1.15843,1.15812,1.15822
1636517700,1.15823,1.15838,1.15812,1.15816
1636518600,1.15815,1.15841,1.15815,1.15836
1636519500,1.15835,1.15844,1.15817,1.15837
1636520400,1.15838,1.15846,1.15803,1.15807
1636521300,1.15809,1.15815,1.15786,1.15812
1636522200,1.15812,1.15812,1.15776,1.15786
1636523100,1.15787,1.15795,1.15765,1.15771
1636524000,1.15771,1.158,1.15771,1.15782
1636524900,1.15783,1.15787,1.15765,1.15783
1636525800,1.15782,1.15794,1.15763,1.15793
1636526700,1.15795,1.15818,1.15787,1.15795
1636527600,1.15795,1.15797,1.15728,1.15732
1636528500,1.15734,1.15739,1.15697,1.15717
1636529400,1.15716,1.15717,1.15616,1.15646
1636530300,1.15646,1.15688,1.15574,1.15681
1636531200,1.15682,1.15726,1.15662,1.15691
1636532100,1.1569,1.1571,1.15659,1.15686
1636533000,1.15689,1.15709,1.15648,1.15653
1636533900,1.15655,1.15686,1.15616,1.15635
1636534800,1.15634,1.15647,1.15592,1.15614
1636535700,1.15616,1.15679,1.15595,1.15673
1636536600,1.15672,1.15803,1.15672,1.15757
1636537500,1.15756,1.15818,1.15739,1.15773
1636538400,1.15774,1.15804,1.1576,1.15804
1636539300,1.15803,1.15808,1.15776,1.15783
1636540200,1.15781,1.15802,1.15776,1.158
1636541100,1.158,1.158,1.15711,1.15716
1636542000,1.15715,1.15715,1.1559,1.15611
1636542900,1.1561,1.15611,1.15522,1.15558
1636543800,1.15559,1.15559,1.15506,1.15515
1636544700,1.15516,1.15518,1.15451,1.15488
1636545600,1.15487,1.15519,1.15466,1.15515
1636546500,1.15515,1.15532,1.1548,1.15483
1636547400,1.15484,1.15514,1.15448,1.15514
1636548300,1.15512,1.15587,1.15499,1.15579
1636549200,1.15576,1.15578,1.15528,1.15572
1636550100,1.15571,1.15613,1.15543,1.15567
1636551000,1.15567,1.15568,1.15326,1.15493
1636551900,1.15488,1.15641,1.15438,1.15528
1636552800,1.15528,1.15685,1.15528,1.15611
1636553700,1.15614,1.1564,1.1557,1.15633
1636554600,1.1563,1.15739,1.15606,1.15612
1636555500,1.15616,1.15627,1.15491,1.15606
1636556400,1.15607,1.1563,1.15417,1.15432
1636557300,1.15435,1.1547,1.15275,1.1529
1636558200,1.15288,1.15288,1.15148,1.15151
1636559100,1.15154,1.15191,1.15107,1.15183
1636560000,1.15182,1.15325,1.15171,1.15287
1636560900,1.15286,1.15343,1.15245,1.15247
1636561800,1.15249,1.15265,1.15141,1.15168
1636562700,1.15168,1.15214,1.15148,1.1519
1636563600,1.15188,1.15191,1.15052,1.15078
1636564500,1.15077,1.15128,1.15054,1.15107
1636565400,1.15107,1.15166,1.15097,1.15135
1636566300,1.15133,1.15163,1.15102,1.15118
1636567200,1.15119,1.15151,1.14815,1.14905
1636568100,1.14908,1.14944,1.14829,1.14931
1636569000,1.1493,1.14942,1.1487,1.14931
1636569900,1.14931,1.14998,1.14867,1.14982
1636570800,1.14984,1.14984,1.14914,1.14933
1636571700,1.14931,1.14968,1.14886,1.14893
1636572600,1.14891,1.14935,1.14876,1.1492
1636573500,1.14917,1.14935,1.14823,1.1483
1636574400,1.14831,1.14845,1.14812,1.14844
1636575300,1.14842,1.14858,1.14807,1.14839
1636576200,1.14838,1.1484,1.14802,1.14811
1636577100,1.14808,1.14824,1.14773,1.14773
1636578000,1.14775,1.14801,1.14773,1.14775
1636578900,1.14773,1.148,1.14759,1.14793
1636579800,1.14794,1.14806,1.1476,1.14767
